frame,reporte_medico
frame_22875,This is a colonoscopy frame from a patient with no polyps.
frame_22876,This is a colonoscopy frame from a patient with no polyps.
frame_22877,This is a colonoscopy frame from a patient with no polyps.
frame_22878,This is a colonoscopy frame from a patient with no polyps.
frame_22879,This is a colonoscopy frame from a patient with no polyps.
frame_22880,This is a colonoscopy frame from a patient with no polyps.
frame_22881,This is a colonoscopy frame from a patient with no polyps.
frame_22882,This is a colonoscopy frame from a patient with no polyps.
frame_22883,This is a colonoscopy frame from a patient with no polyps.
frame_22884,This is a colonoscopy frame from a patient with no polyps.
frame_22885,This is a colonoscopy frame from a patient with no polyps.
frame_22886,This is a colonoscopy frame from a patient with no polyps.
frame_22887,This is a colonoscopy frame from a patient with no polyps.
frame_22888,This is a colonoscopy frame from a patient with no polyps.
frame_22889,This is a colonoscopy frame from a patient with no polyps.
frame_22890,This is a colonoscopy frame from a patient with no polyps.
frame_22891,This is a colonoscopy frame from a patient with no polyps.
frame_22892,This is a colonoscopy frame from a patient with no polyps.
frame_22893,This is a colonoscopy frame from a patient with no polyps.
frame_22894,This is a colonoscopy frame from a patient with no polyps.
frame_22895,This is a colonoscopy frame from a patient with no polyps.
frame_22896,This is a colonoscopy frame from a patient with no polyps.
frame_22897,This is a colonoscopy frame from a patient with no polyps.
frame_22898,This is a colonoscopy frame from a patient with no polyps.
frame_22899,This is a colonoscopy frame from a patient with no polyps.
frame_22900,This is a colonoscopy frame from a patient with no polyps.
frame_22901,This is a colonoscopy frame from a patient with no polyps.
frame_22902,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_22903,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 5 mm located in the sigmoid colon.
frame_22904,This is a colonoscopy frame from a patient with no polyps.
frame_22905,This is a colonoscopy frame from a patient with no polyps.
frame_22906,This is a colonoscopy frame from a patient with no polyps.
frame_22907,This is a colonoscopy frame from a patient with no polyps.
frame_22908,This is a colonoscopy frame from a patient with no polyps.
frame_22909,This is a colonoscopy frame from a patient with no polyps.
frame_22910,This is a colonoscopy frame from a patient with no polyps.
frame_22911,This is a colonoscopy frame from a patient with no polyps.
frame_22912,This is a colonoscopy frame from a patient with no polyps.
frame_22913,This is a colonoscopy frame from a patient with no polyps.
frame_22914,This is a colonoscopy frame from a patient with no polyps.
frame_22915,This is a colonoscopy frame from a patient with no polyps.
frame_22916,This is a colonoscopy frame from a patient with no polyps.
frame_22917,This is a colonoscopy frame from a patient with no polyps.
frame_22918,This is a colonoscopy frame from a patient with no polyps.
frame_22919,This is a colonoscopy frame from a patient with no polyps.
frame_22920,This is a colonoscopy frame from a patient with no polyps.
frame_22921,This is a colonoscopy frame from a patient with no polyps.
frame_22922,This is a colonoscopy frame from a patient with no polyps.
frame_22923,This is a colonoscopy frame from a patient with no polyps.
frame_22924,This is a colonoscopy frame from a patient with no polyps.
frame_22925,This is a colonoscopy frame from a patient with no polyps.
frame_22926,This is a colonoscopy frame from a patient with no polyps.
frame_22927,This is a colonoscopy frame from a patient with no polyps.
frame_22928,This is a colonoscopy frame from a patient with no polyps.
frame_22929,This is a colonoscopy frame from a patient with no polyps.
frame_22930,This is a colonoscopy frame from a patient with no polyps.
frame_22931,This is a colonoscopy frame from a patient with no polyps.
frame_22932,This is a colonoscopy frame from a patient with no polyps.
frame_22933,This is a colonoscopy frame from a patient with no polyps.
frame_22934,This is a colonoscopy frame from a patient with no polyps.
frame_22935,This is a colonoscopy frame from a patient with no polyps.
frame_22936,This is a colonoscopy frame from a patient with no polyps.
frame_22937,This is a colonoscopy frame from a patient with no polyps.
frame_22938,This is a colonoscopy frame from a patient with no polyps.
frame_22939,This is a colonoscopy frame from a patient with no polyps.
frame_22940,This is a colonoscopy frame from a patient with no polyps.
frame_22941,This is a colonoscopy frame from a patient with no polyps.
frame_22942,This is a colonoscopy frame from a patient with no polyps.
frame_22943,This is a colonoscopy frame from a patient with no polyps.
frame_22944,This is a colonoscopy frame from a patient with no polyps.
frame_22945,This is a colonoscopy frame from a patient with no polyps.
frame_22946,This is a colonoscopy frame from a patient with no polyps.
frame_22947,This is a colonoscopy frame from a patient with no polyps.
frame_22948,This is a colonoscopy frame from a patient with no polyps.
frame_22949,This is a colonoscopy frame from a patient with no polyps.
frame_22950,This is a colonoscopy frame from a patient with no polyps.
frame_22951,This is a colonoscopy frame from a patient with no polyps.
frame_22952,This is a colonoscopy frame from a patient with no polyps.
frame_22953,This is a colonoscopy frame from a patient with no polyps.
frame_22954,This is a colonoscopy frame from a patient with no polyps.
frame_22955,This is a colonoscopy frame from a patient with no polyps.
frame_22956,This is a colonoscopy frame from a patient with no polyps.
frame_22957,This is a colonoscopy frame from a patient with no polyps.
frame_22958,This is a colonoscopy frame from a patient with no polyps.
frame_22959,This is a colonoscopy frame from a patient with no polyps.
frame_22960,This is a colonoscopy frame from a patient with no polyps.
frame_22961,This is a colonoscopy frame from a patient with no polyps.
frame_22962,This is a colonoscopy frame from a patient with no polyps.
frame_22963,This is a colonoscopy frame from a patient with no polyps.
frame_22964,This is a colonoscopy frame from a patient with no polyps.
frame_22965,This is a colonoscopy frame from a patient with no polyps.
frame_22966,This is a colonoscopy frame from a patient with no polyps.
frame_22967,This is a colonoscopy frame from a patient with no polyps.
frame_22968,This is a colonoscopy frame from a patient with no polyps.
frame_22969,This is a colonoscopy frame from a patient with no polyps.
frame_22970,This is a colonoscopy frame from a patient with no polyps.
frame_22971,This is a colonoscopy frame from a patient with no polyps.
frame_22972,This is a colonoscopy frame from a patient with no polyps.
frame_22973,This is a colonoscopy frame from a patient with no polyps.
frame_22974,This is a colonoscopy frame from a patient with no polyps.
frame_22975,This is a colonoscopy frame from a patient with no polyps.
frame_22976,This is a colonoscopy frame from a patient with no polyps.
frame_22977,This is a colonoscopy frame from a patient with no polyps.
frame_22978,This is a colonoscopy frame from a patient with no polyps.
frame_22979,This is a colonoscopy frame from a patient with no polyps.
frame_22980,This is a colonoscopy frame from a patient with no polyps.
frame_22981,This is a colonoscopy frame from a patient with no polyps.
frame_22982,This is a colonoscopy frame from a patient with no polyps.
frame_22983,This is a colonoscopy frame from a patient with no polyps.
frame_22984,This is a colonoscopy frame from a patient with no polyps.
frame_22985,This is a colonoscopy frame from a patient with no polyps.
frame_22986,This is a colonoscopy frame from a patient with no polyps.
frame_22987,This is a colonoscopy frame from a patient with no polyps.
frame_22988,This is a colonoscopy frame from a patient with no polyps.
frame_22989,This is a colonoscopy frame from a patient with no polyps.
frame_22990,This is a colonoscopy frame from a patient with no polyps.
frame_22991,This is a colonoscopy frame from a patient with no polyps.
frame_22992,This is a colonoscopy frame from a patient with no polyps.
frame_22993,This is a colonoscopy frame from a patient with no polyps.
frame_22994,This is a colonoscopy frame from a patient with no polyps.
frame_22995,This is a colonoscopy frame from a patient with no polyps.
frame_22996,This is a colonoscopy frame from a patient with no polyps.
frame_22997,This is a colonoscopy frame from a patient with no polyps.
frame_22998,This is a colonoscopy frame from a patient with no polyps.
frame_22999,This is a colonoscopy frame from a patient with no polyps.
frame_23000,This is a colonoscopy frame from a patient with no polyps.
frame_23001,This is a colonoscopy frame from a patient with no polyps.
frame_23002,This is a colonoscopy frame from a patient with no polyps.
frame_23003,This is a colonoscopy frame from a patient with no polyps.
frame_23004,This is a colonoscopy frame from a patient with no polyps.
frame_23005,This is a colonoscopy frame from a patient with no polyps.
frame_23006,This is a colonoscopy frame from a patient with no polyps.
frame_23007,This is a colonoscopy frame from a patient with no polyps.
frame_23008,This is a colonoscopy frame from a patient with no polyps.
frame_23009,This is a colonoscopy frame from a patient with no polyps.
frame_23010,This is a colonoscopy frame from a patient with no polyps.
frame_23011,This is a colonoscopy frame from a patient with no polyps.
frame_23012,This is a colonoscopy frame from a patient with no polyps.
frame_23013,This is a colonoscopy frame from a patient with no polyps.
frame_23014,This is a colonoscopy frame from a patient with no polyps.
frame_23015,This is a colonoscopy frame from a patient with no polyps.
frame_23016,This is a colonoscopy frame from a patient with no polyps.
frame_23017,This is a colonoscopy frame from a patient with no polyps.
frame_23018,This is a colonoscopy frame from a patient with no polyps.
frame_23019,This is a colonoscopy frame from a patient with no polyps.
frame_23020,This is a colonoscopy frame from a patient with no polyps.
frame_23021,This is a colonoscopy frame from a patient with no polyps.
frame_23022,This is a colonoscopy frame from a patient with no polyps.
frame_23023,This is a colonoscopy frame from a patient with no polyps.
frame_23024,This is a colonoscopy frame from a patient with no polyps.
frame_23025,This is a colonoscopy frame from a patient with no polyps.
frame_23026,This is a colonoscopy frame from a patient with no polyps.
frame_23027,This is a colonoscopy frame from a patient with no polyps.
frame_23028,This is a colonoscopy frame from a patient with no polyps.
frame_23029,This is a colonoscopy frame from a patient with no polyps.
frame_23030,This is a colonoscopy frame from a patient with no polyps.
frame_23031,This is a colonoscopy frame from a patient with no polyps.
frame_23032,This is a colonoscopy frame from a patient with no polyps.
frame_23033,This is a colonoscopy frame from a patient with no polyps.
frame_23034,This is a colonoscopy frame from a patient with no polyps.
frame_23035,This is a colonoscopy frame from a patient with no polyps.
frame_23036,This is a colonoscopy frame from a patient with no polyps.
frame_23037,This is a colonoscopy frame from a patient with no polyps.
frame_23038,This is a colonoscopy frame from a patient with no polyps.
frame_23039,This is a colonoscopy frame from a patient with no polyps.
frame_23040,This is a colonoscopy frame from a patient with no polyps.
frame_23041,This is a colonoscopy frame from a patient with no polyps.
frame_23042,This is a colonoscopy frame from a patient with no polyps.
frame_23043,This is a colonoscopy frame from a patient with no polyps.
frame_23044,This is a colonoscopy frame from a patient with no polyps.
frame_23045,This is a colonoscopy frame from a patient with no polyps.
frame_23046,This is a colonoscopy frame from a patient with no polyps.
frame_23047,This is a colonoscopy frame from a patient with no polyps.
frame_23048,This is a colonoscopy frame from a patient with no polyps.
frame_23049,This is a colonoscopy frame from a patient with no polyps.
frame_23050,This is a colonoscopy frame from a patient with no polyps.
frame_23051,This is a colonoscopy frame from a patient with no polyps.
frame_23052,This is a colonoscopy frame from a patient with no polyps.
frame_23053,This is a colonoscopy frame from a patient with no polyps.
frame_23054,This is a colonoscopy frame from a patient with no polyps.
frame_23055,This is a colonoscopy frame from a patient with no polyps.
frame_23056,This is a colonoscopy frame from a patient with no polyps.
frame_23057,This is a colonoscopy frame from a patient with no polyps.
frame_23058,This is a colonoscopy frame from a patient with no polyps.
frame_23059,This is a colonoscopy frame from a patient with no polyps.
frame_23060,This is a colonoscopy frame from a patient with no polyps.
frame_23061,This is a colonoscopy frame from a patient with no polyps.
frame_23062,This is a colonoscopy frame from a patient with no polyps.
frame_23063,This is a colonoscopy frame from a patient with no polyps.
frame_23064,This is a colonoscopy frame from a patient with no polyps.
frame_23065,This is a colonoscopy frame from a patient with no polyps.
frame_23066,This is a colonoscopy frame from a patient with no polyps.
frame_23067,This is a colonoscopy frame from a patient with no polyps.
frame_23068,This is a colonoscopy frame from a patient with no polyps.
frame_23069,This is a colonoscopy frame from a patient with no polyps.
frame_23070,This is a colonoscopy frame from a patient with no polyps.
frame_23071,This is a colonoscopy frame from a patient with no polyps.
frame_23072,This is a colonoscopy frame from a patient with no polyps.
frame_23073,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 2 mm located in the transverse colon.
frame_23074,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 2 mm located in the transverse colon.
frame_23075,This is a colonoscopy frame from a patient with no polyps.
frame_23076,This is a colonoscopy frame from a patient with no polyps.
frame_23077,This is a colonoscopy frame from a patient with no polyps.
frame_23078,This is a colonoscopy frame from a patient with no polyps.
frame_23079,This is a colonoscopy frame from a patient with no polyps.
frame_23080,This is a colonoscopy frame from a patient with no polyps.
frame_23081,This is a colonoscopy frame from a patient with no polyps.
frame_23082,This is a colonoscopy frame from a patient with no polyps.
frame_23083,This is a colonoscopy frame from a patient with no polyps.
frame_23084,This is a colonoscopy frame from a patient with no polyps.
frame_23085,This is a colonoscopy frame from a patient with no polyps.
frame_23086,This is a colonoscopy frame from a patient with no polyps.
frame_23087,This is a colonoscopy frame from a patient with no polyps.
frame_23088,This is a colonoscopy frame from a patient with no polyps.
frame_23089,This is a colonoscopy frame from a patient with no polyps.
frame_23090,This is a colonoscopy frame from a patient with no polyps.
frame_23091,This is a colonoscopy frame from a patient with no polyps.
frame_23092,This is a colonoscopy frame from a patient with no polyps.
frame_23093,This is a colonoscopy frame from a patient with no polyps.
frame_23094,This is a colonoscopy frame from a patient with no polyps.
frame_23095,This is a colonoscopy frame from a patient with no polyps.
frame_23096,This is a colonoscopy frame from a patient with no polyps.
frame_23097,This is a colonoscopy frame from a patient with no polyps.
frame_23098,This is a colonoscopy frame from a patient with no polyps.
frame_23099,This is a colonoscopy frame from a patient with no polyps.
frame_23100,This is a colonoscopy frame from a patient with no polyps.
frame_23101,This is a colonoscopy frame from a patient with no polyps.
frame_23102,This is a colonoscopy frame from a patient with no polyps.
frame_23103,This is a colonoscopy frame from a patient with no polyps.
frame_23104,This is a colonoscopy frame from a patient with no polyps.
frame_23105,This is a colonoscopy frame from a patient with no polyps.
frame_23106,This is a colonoscopy frame from a patient with no polyps.
frame_23107,This is a colonoscopy frame from a patient with no polyps.
frame_23108,This is a colonoscopy frame from a patient with no polyps.
frame_23109,This is a colonoscopy frame from a patient with no polyps.
frame_23110,This is a colonoscopy frame from a patient with no polyps.
frame_23111,This is a colonoscopy frame from a patient with no polyps.
frame_23112,This is a colonoscopy frame from a patient with no polyps.
frame_23113,This is a colonoscopy frame from a patient with no polyps.
frame_23114,This is a colonoscopy frame from a patient with no polyps.
frame_23115,This is a colonoscopy frame from a patient with no polyps.
frame_23116,This is a colonoscopy frame from a patient with no polyps.
frame_23117,This is a colonoscopy frame from a patient with no polyps.
frame_23118,This is a colonoscopy frame from a patient with no polyps.
frame_23119,This is a colonoscopy frame from a patient with no polyps.
frame_23120,This is a colonoscopy frame from a patient with no polyps.
frame_23121,This is a colonoscopy frame from a patient with no polyps.
frame_23122,This is a colonoscopy frame from a patient with no polyps.
frame_23123,This is a colonoscopy frame from a patient with no polyps.
frame_23124,This is a colonoscopy frame from a patient with no polyps.
frame_23125,This is a colonoscopy frame from a patient with no polyps.
frame_23126,This is a colonoscopy frame from a patient with no polyps.
frame_23127,This is a colonoscopy frame from a patient with no polyps.
frame_23128,This is a colonoscopy frame from a patient with no polyps.
frame_23129,This is a colonoscopy frame from a patient with no polyps.
frame_23130,This is a colonoscopy frame from a patient with no polyps.
frame_23131,This is a colonoscopy frame from a patient with no polyps.
frame_23132,This is a colonoscopy frame from a patient with no polyps.
frame_23133,This is a colonoscopy frame from a patient with no polyps.
frame_23134,This is a colonoscopy frame from a patient with no polyps.
frame_23135,This is a colonoscopy frame from a patient with no polyps.
frame_23136,This is a colonoscopy frame from a patient with no polyps.
frame_23137,This is a colonoscopy frame from a patient with no polyps.
frame_23138,This is a colonoscopy frame from a patient with no polyps.
frame_23139,This is a colonoscopy frame from a patient with no polyps.
frame_23140,This is a colonoscopy frame from a patient with no polyps.
frame_23141,This is a colonoscopy frame from a patient with no polyps.
frame_23142,This is a colonoscopy frame from a patient with no polyps.
frame_23143,This is a colonoscopy frame from a patient with no polyps.
frame_23144,This is a colonoscopy frame from a patient with no polyps.
frame_23145,This is a colonoscopy frame from a patient with no polyps.
frame_23146,This is a colonoscopy frame from a patient with no polyps.
frame_23147,This is a colonoscopy frame from a patient with no polyps.
frame_23148,This is a colonoscopy frame from a patient with no polyps.
frame_23149,This is a colonoscopy frame from a patient with no polyps.
frame_23150,This is a colonoscopy frame from a patient with no polyps.
frame_23151,This is a colonoscopy frame from a patient with no polyps.
frame_23152,This is a colonoscopy frame from a patient with no polyps.
frame_23153,This is a colonoscopy frame from a patient with no polyps.
frame_23154,This is a colonoscopy frame from a patient with no polyps.
frame_23155,This is a colonoscopy frame from a patient with no polyps.
frame_23156,This is a colonoscopy frame from a patient with no polyps.
frame_23157,This is a colonoscopy frame from a patient with no polyps.
frame_23158,This is a colonoscopy frame from a patient with no polyps.
frame_23159,This is a colonoscopy frame from a patient with no polyps.
frame_23160,This is a colonoscopy frame from a patient with no polyps.
frame_23161,This is a colonoscopy frame from a patient with no polyps.
frame_23162,This is a colonoscopy frame from a patient with no polyps.
frame_23163,This is a colonoscopy frame from a patient with no polyps.
frame_23164,This is a colonoscopy frame from a patient with no polyps.
frame_23165,This is a colonoscopy frame from a patient with no polyps.
frame_23166,This is a colonoscopy frame from a patient with no polyps.
frame_23167,This is a colonoscopy frame from a patient with no polyps.
frame_23168,This is a colonoscopy frame from a patient with no polyps.
frame_23169,This is a colonoscopy frame from a patient with no polyps.
frame_23170,This is a colonoscopy frame from a patient with no polyps.
frame_23171,This is a colonoscopy frame from a patient with no polyps.
frame_23172,This is a colonoscopy frame from a patient with no polyps.
frame_23173,This is a colonoscopy frame from a patient with no polyps.
frame_23174,This is a colonoscopy frame from a patient with no polyps.
frame_23175,This is a colonoscopy frame from a patient with no polyps.
frame_23176,This is a colonoscopy frame from a patient with no polyps.
frame_23177,This is a colonoscopy frame from a patient with no polyps.
frame_23178,This is a colonoscopy frame from a patient with no polyps.
frame_23179,This is a colonoscopy frame from a patient with no polyps.
frame_23180,This is a colonoscopy frame from a patient with no polyps.
frame_23181,This is a colonoscopy frame from a patient with no polyps.
frame_23182,This is a colonoscopy frame from a patient with no polyps.
frame_23183,This is a colonoscopy frame from a patient with no polyps.
frame_23184,This is a colonoscopy frame from a patient with no polyps.
frame_23185,This is a colonoscopy frame from a patient with no polyps.
frame_23186,This is a colonoscopy frame from a patient with no polyps.
frame_23187,This is a colonoscopy frame from a patient with no polyps.
frame_23188,This is a colonoscopy frame from a patient with no polyps.
frame_23189,This is a colonoscopy frame from a patient with no polyps.
frame_23190,This is a colonoscopy frame from a patient with no polyps.
frame_23191,This is a colonoscopy frame from a patient with no polyps.
frame_23192,This is a colonoscopy frame from a patient with no polyps.
frame_23193,This is a colonoscopy frame from a patient with no polyps.
frame_23194,This is a colonoscopy frame from a patient with no polyps.
frame_23195,This is a colonoscopy frame from a patient with no polyps.
frame_23196,This is a colonoscopy frame from a patient with no polyps.
frame_23197,This is a colonoscopy frame from a patient with no polyps.
frame_23198,This is a colonoscopy frame from a patient with no polyps.
frame_23199,This is a colonoscopy frame from a patient with no polyps.
frame_23200,This is a colonoscopy frame from a patient with no polyps.
frame_23201,This is a colonoscopy frame from a patient with no polyps.
frame_23202,This is a colonoscopy frame from a patient with no polyps.
frame_23203,This is a colonoscopy frame from a patient with no polyps.
frame_23204,This is a colonoscopy frame from a patient with no polyps.
frame_23205,This is a colonoscopy frame from a patient with no polyps.
frame_23206,This is a colonoscopy frame from a patient with no polyps.
frame_23207,This is a colonoscopy frame from a patient with no polyps.
frame_23208,This is a colonoscopy frame from a patient with no polyps.
frame_23209,This is a colonoscopy frame from a patient with no polyps.
frame_23210,This is a colonoscopy frame from a patient with no polyps.
frame_23211,This is a colonoscopy frame from a patient with no polyps.
frame_23212,This is a colonoscopy frame from a patient with no polyps.
frame_23213,This is a colonoscopy frame from a patient with no polyps.
frame_23214,This is a colonoscopy frame from a patient with no polyps.
frame_23215,This is a colonoscopy frame from a patient with no polyps.
frame_23216,This is a colonoscopy frame from a patient with no polyps.
frame_23217,This is a colonoscopy frame from a patient with no polyps.
frame_23218,This is a colonoscopy frame from a patient with no polyps.
frame_23219,This is a colonoscopy frame from a patient with no polyps.
frame_23220,This is a colonoscopy frame from a patient with no polyps.
frame_23221,This is a colonoscopy frame from a patient with no polyps.
frame_23222,This is a colonoscopy frame from a patient with no polyps.
frame_23223,This is a colonoscopy frame from a patient with no polyps.
frame_23224,This is a colonoscopy frame from a patient with no polyps.
frame_23225,This is a colonoscopy frame from a patient with no polyps.
frame_23226,This is a colonoscopy frame from a patient with no polyps.
frame_23227,This is a colonoscopy frame from a patient with no polyps.
frame_23228,This is a colonoscopy frame from a patient with no polyps.
frame_23229,This is a colonoscopy frame from a patient with no polyps.
frame_23230,This is a colonoscopy frame from a patient with no polyps.
frame_23231,This is a colonoscopy frame from a patient with no polyps.
frame_23232,This is a colonoscopy frame from a patient with no polyps.
frame_23233,This is a colonoscopy frame from a patient with no polyps.
frame_23234,This is a colonoscopy frame from a patient with no polyps.
frame_23235,This is a colonoscopy frame from a patient with no polyps.
frame_23236,This is a colonoscopy frame from a patient with no polyps.
frame_23237,This is a colonoscopy frame from a patient with no polyps.
frame_23238,This is a colonoscopy frame from a patient with no polyps.
frame_23239,This is a colonoscopy frame from a patient with no polyps.
frame_23240,This is a colonoscopy frame from a patient with no polyps.
frame_23241,This is a colonoscopy frame from a patient with no polyps.
frame_23242,This is a colonoscopy frame from a patient with no polyps.
frame_23243,This is a colonoscopy frame from a patient with no polyps.
frame_23244,This is a colonoscopy frame from a patient with no polyps.
frame_23245,This is a colonoscopy frame from a patient with no polyps.
frame_23246,This is a colonoscopy frame from a patient with no polyps.
frame_23247,This is a colonoscopy frame from a patient with no polyps.
frame_23248,This is a colonoscopy frame from a patient with no polyps.
frame_23249,This is a colonoscopy frame from a patient with no polyps.
frame_23250,This is a colonoscopy frame from a patient with no polyps.
frame_23251,This is a colonoscopy frame from a patient with no polyps.
frame_23252,This is a colonoscopy frame from a patient with no polyps.
frame_23253,This is a colonoscopy frame from a patient with no polyps.
frame_23254,This is a colonoscopy frame from a patient with no polyps.
frame_23255,This is a colonoscopy frame from a patient with no polyps.
frame_23256,This is a colonoscopy frame from a patient with no polyps.
frame_23257,This is a colonoscopy frame from a patient with no polyps.
frame_23258,This is a colonoscopy frame from a patient with no polyps.
frame_23259,This is a colonoscopy frame from a patient with no polyps.
frame_23260,This is a colonoscopy frame from a patient with no polyps.
frame_23261,This is a colonoscopy frame from a patient with no polyps.
frame_23262,This is a colonoscopy frame from a patient with no polyps.
frame_23263,This is a colonoscopy frame from a patient with no polyps.
frame_23264,This is a colonoscopy frame from a patient with no polyps.
frame_23265,This is a colonoscopy frame from a patient with no polyps.
frame_23266,This is a colonoscopy frame from a patient with no polyps.
frame_23267,This is a colonoscopy frame from a patient with no polyps.
frame_23268,This is a colonoscopy frame from a patient with no polyps.
frame_23269,This is a colonoscopy frame from a patient with no polyps.
frame_23270,This is a colonoscopy frame from a patient with no polyps.
frame_23271,This is a colonoscopy frame from a patient with no polyps.
frame_23272,This is a colonoscopy frame from a patient with no polyps.
frame_23273,This is a colonoscopy frame from a patient with no polyps.
frame_23274,This is a colonoscopy frame from a patient with no polyps.
frame_23275,This is a colonoscopy frame from a patient with no polyps.
frame_23276,This is a colonoscopy frame from a patient with no polyps.
frame_23277,This is a colonoscopy frame from a patient with no polyps.
frame_23278,This is a colonoscopy frame from a patient with no polyps.
frame_23279,This is a colonoscopy frame from a patient with no polyps.
frame_23280,This is a colonoscopy frame from a patient with no polyps.
frame_23281,This is a colonoscopy frame from a patient with no polyps.
frame_23282,This is a colonoscopy frame from a patient with no polyps.
frame_23283,This is a colonoscopy frame from a patient with no polyps.
frame_23284,This is a colonoscopy frame from a patient with no polyps.
frame_23285,This is a colonoscopy frame from a patient with no polyps.
frame_23286,This is a colonoscopy frame from a patient with no polyps.
frame_23287,This is a colonoscopy frame from a patient with no polyps.
frame_23288,This is a colonoscopy frame from a patient with no polyps.
frame_23289,This is a colonoscopy frame from a patient with no polyps.
frame_23290,This is a colonoscopy frame from a patient with no polyps.
frame_23291,This is a colonoscopy frame from a patient with no polyps.
frame_23292,This is a colonoscopy frame from a patient with no polyps.
frame_23293,This is a colonoscopy frame from a patient with no polyps.
frame_23294,This is a colonoscopy frame from a patient with no polyps.
frame_23295,This is a colonoscopy frame from a patient with no polyps.
frame_23296,This is a colonoscopy frame from a patient with no polyps.
frame_23297,This is a colonoscopy frame from a patient with no polyps.
frame_23298,This is a colonoscopy frame from a patient with no polyps.
frame_23299,This is a colonoscopy frame from a patient with no polyps.
frame_23300,This is a colonoscopy frame from a patient with no polyps.
frame_23301,This is a colonoscopy frame from a patient with no polyps.
frame_23302,This is a colonoscopy frame from a patient with no polyps.
frame_23303,This is a colonoscopy frame from a patient with no polyps.
frame_23304,This is a colonoscopy frame from a patient with no polyps.
frame_23305,This is a colonoscopy frame from a patient with no polyps.
frame_23306,This is a colonoscopy frame from a patient with no polyps.
frame_23307,This is a colonoscopy frame from a patient with no polyps.
frame_23308,This is a colonoscopy frame from a patient with no polyps.
frame_23309,This is a colonoscopy frame from a patient with no polyps.
frame_23310,This is a colonoscopy frame from a patient with no polyps.
frame_23311,This is a colonoscopy frame from a patient with no polyps.
frame_23312,This is a colonoscopy frame from a patient with no polyps.
frame_23313,This is a colonoscopy frame from a patient with no polyps.
frame_23314,This is a colonoscopy frame from a patient with no polyps.
frame_23315,This is a colonoscopy frame from a patient with no polyps.
frame_23316,This is a colonoscopy frame from a patient with no polyps.
frame_23317,This is a colonoscopy frame from a patient with no polyps.
frame_23318,This is a colonoscopy frame from a patient with no polyps.
frame_23319,This is a colonoscopy frame from a patient with no polyps.
frame_23320,This is a colonoscopy frame from a patient with no polyps.
frame_23321,This is a colonoscopy frame from a patient with no polyps.
frame_23322,This is a colonoscopy frame from a patient with no polyps.
frame_23323,This is a colonoscopy frame from a patient with no polyps.
frame_23324,This is a colonoscopy frame from a patient with no polyps.
frame_23325,This is a colonoscopy frame from a patient with no polyps.
frame_23326,This is a colonoscopy frame from a patient with no polyps.
frame_23327,This is a colonoscopy frame from a patient with no polyps.
frame_23328,This is a colonoscopy frame from a patient with no polyps.
frame_23329,This is a colonoscopy frame from a patient with no polyps.
frame_23330,This is a colonoscopy frame from a patient with no polyps.
frame_23331,This is a colonoscopy frame from a patient with no polyps.
frame_23332,This is a colonoscopy frame from a patient with no polyps.
frame_23333,This is a colonoscopy frame from a patient with no polyps.
frame_23334,This is a colonoscopy frame from a patient with no polyps.
frame_23335,This is a colonoscopy frame from a patient with no polyps.
frame_23336,This is a colonoscopy frame from a patient with no polyps.
frame_23337,This is a colonoscopy frame from a patient with no polyps.
frame_23338,This is a colonoscopy frame from a patient with no polyps.
frame_23339,This is a colonoscopy frame from a patient with no polyps.
frame_23340,This is a colonoscopy frame from a patient with no polyps.
frame_23341,This is a colonoscopy frame from a patient with no polyps.
frame_23342,This is a colonoscopy frame from a patient with no polyps.
frame_23343,This is a colonoscopy frame from a patient with no polyps.
frame_23344,This is a colonoscopy frame from a patient with no polyps.
frame_23345,This is a colonoscopy frame from a patient with no polyps.
frame_23346,This is a colonoscopy frame from a patient with no polyps.
frame_23347,This is a colonoscopy frame from a patient with no polyps.
frame_23348,This is a colonoscopy frame from a patient with no polyps.
frame_23349,This is a colonoscopy frame from a patient with no polyps.
frame_23350,This is a colonoscopy frame from a patient with no polyps.
frame_23351,This is a colonoscopy frame from a patient with no polyps.
frame_23352,This is a colonoscopy frame from a patient with no polyps.
frame_23353,This is a colonoscopy frame from a patient with no polyps.
frame_23354,This is a colonoscopy frame from a patient with no polyps.
frame_23355,This is a colonoscopy frame from a patient with no polyps.
frame_23356,This is a colonoscopy frame from a patient with no polyps.
frame_23357,This is a colonoscopy frame from a patient with no polyps.
frame_23358,This is a colonoscopy frame from a patient with no polyps.
frame_23359,This is a colonoscopy frame from a patient with no polyps.
frame_23360,This is a colonoscopy frame from a patient with no polyps.
frame_23361,This is a colonoscopy frame from a patient with no polyps.
frame_23362,This is a colonoscopy frame from a patient with no polyps.
frame_23363,This is a colonoscopy frame from a patient with no polyps.
frame_23364,This is a colonoscopy frame from a patient with no polyps.
frame_23365,This is a colonoscopy frame from a patient with no polyps.
frame_23366,This is a colonoscopy frame from a patient with no polyps.
frame_23367,This is a colonoscopy frame from a patient with no polyps.
frame_23368,This is a colonoscopy frame from a patient with no polyps.
frame_23369,This is a colonoscopy frame from a patient with no polyps.
